month,region,state,product,product_family,channel,dealer_cohort,units_mt,net_revenue_lakh,gross_margin_pct,discount_pct
2025-10-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,852,10.69,17.2,3.7
2025-10-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,909,11.41,17.8,4.7
2025-10-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,875,10.98,16.1,3.5
2025-10-01,South,Karnataka,BioGro,Bio-stimulant,Retailer,Stable core,1587,22.88,18.1,4.3
2025-10-01,South,Karnataka,BioGro,Bio-stimulant,Distributor,Stable core,1668,23.35,20.2,4.1
2025-10-01,South,Karnataka,BioGro,Bio-stimulant,Co-op,Stable core,1726,24.16,20.1,4.8
2025-10-01,South,Karnataka,BioGro,Bio-stimulant,Agri clinic,Stable core,1379,19.31,17.6,4.5
2025-10-01,South,Karnataka,CropShield,Core fertiliser,Retailer,Stable core,1156,18.35,18.2,4.4
2025-10-01,South,Telangana,CropShield,Core fertiliser,Distributor,Stable core,1320,20.39,16.7,4.7
2025-10-01,South,Telangana,CropShield,Core fertiliser,Co-op,Stable core,1244,19.22,18.7,4.4
2025-10-01,South,Telangana,CropShield,Core fertiliser,Agri clinic,Stable core,1131,17.47,18.4,3.6
2025-10-01,South,Karnataka,Specialty Zinc,Core fertiliser,Retailer,Stable core,1079,18.69,18.4,4.7
2025-10-01,South,Telangana,Specialty Zinc,Core fertiliser,Distributor,Stable core,1211,20.47,17.4,4.1
2025-10-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Co-op,Stable core,1207,20.4,17.9,3.2
2025-10-01,South,Telangana,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1268,21.43,18.7,3.4
2025-10-01,Central,Madhya Pradesh,Urea,Core fertiliser,Retailer,Stable core,778,6.71,16.6,4.7
2025-10-01,Central,Chhattisgarh,Urea,Core fertiliser,Distributor,Stable core,746,6.12,18.4,3.2
2025-10-01,Central,Madhya Pradesh,Urea,Core fertiliser,Co-op,Stable core,659,5.4,18,4
2025-10-01,Central,Madhya Pradesh,Urea,Core fertiliser,Agri clinic,Stable core,650,5.33,16.3,4.3
2025-10-01,Central,Madhya Pradesh,DAP,Core fertiliser,Retailer,Stable core,721,7.26,17.3,4.7
2025-10-01,Central,Chhattisgarh,DAP,Core fertiliser,Distributor,New growth cohort,751,7.25,16,4.7
2025-10-01,Central,Chhattisgarh,DAP,Core fertiliser,Co-op,New growth cohort,799,7.71,16.8,5
2025-10-01,Central,Chhattisgarh,DAP,Core fertiliser,Agri clinic,Stable core,829,8,17.6,4.5
2025-10-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Retailer,Stable core,825,9.5,17.9,3.2
2025-10-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Distributor,Stable core,718,7.97,17.8,3.9
2025-10-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Co-op,New growth cohort,865,9.6,17,3.4
2025-10-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,874,9.7,17.4,3.2
2025-10-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,940,12.19,16.4,4.4
2025-10-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,854,10.72,17.4,5
2025-10-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Co-op,Stable core,755,9.48,18.1,3.4
2025-10-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,824,10.34,17.1,5
2025-10-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Retailer,Stable core,1443,20.81,17.9,3.8
2025-10-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Distributor,Stable core,1394,19.52,20,4.8
2025-10-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Co-op,Stable core,1361,19.05,17.7,3.9
2025-10-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Agri clinic,Stable core,1372,19.21,18,4.3
2025-10-01,Central,Chhattisgarh,CropShield,Core fertiliser,Retailer,Stable core,1276,20.25,17.2,3.3
2025-10-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Distributor,Stable core,1116,17.24,18.2,4.4
2025-10-01,Central,Chhattisgarh,CropShield,Core fertiliser,Co-op,New growth cohort,1059,16.36,17,4.8
2025-10-01,Central,Chhattisgarh,CropShield,Core fertiliser,Agri clinic,Stable core,1228,18.97,16.7,3.2
2025-10-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,1179,20.42,16.7,4.6
2025-10-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Distributor,Stable core,1106,18.69,16.9,4.1
2025-10-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,991,16.75,18.4,4.7
2025-10-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,993,16.78,18.2,3.7
2025-11-01,North,Uttar Pradesh,Urea,Core fertiliser,Retailer,Stable core,375,3.23,16.9,4.2
2025-11-01,North,Punjab,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,259,2.12,17.8,7.1
2025-11-01,North,Uttar Pradesh,Urea,Core fertiliser,Co-op,Stable core,399,3.27,17.3,4.6
2025-11-01,North,Punjab,Urea,Core fertiliser,Agri clinic,Stable core,465,3.81,16.2,3.8
2025-11-01,North,Uttar Pradesh,DAP,Core fertiliser,Retailer,Stable core,492,4.95,17.4,4
2025-11-01,North,Haryana,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,278,2.68,18,5.9
2025-11-01,North,Uttar Pradesh,DAP,Core fertiliser,Co-op,Stable core,550,5.31,17.7,4.2
2025-11-01,North,Uttar Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,527,5.09,17.7,4.8
2025-11-01,North,Haryana,NPK 20-20,Complex fertiliser,Retailer,Stable core,474,5.46,17.1,4.9
2025-11-01,North,Haryana,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,326,3.62,16.5,5.6
2025-11-01,North,Punjab,NPK 20-20,Complex fertiliser,Co-op,Stable core,488,5.42,17.4,5
2025-11-01,North,Punjab,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,581,6.45,16.3,3.8
2025-11-01,North,Uttar Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,618,8.02,16.2,5.1
2025-11-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,349,4.38,17.8,5.5
2025-11-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,488,6.12,18.3,5.1
2025-11-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,512,6.43,17.9,3.9
2025-11-01,North,Punjab,BioGro,Bio-stimulant,Retailer,Stable core,1099,15.85,17.9,3.7
2025-11-01,North,Haryana,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,498,6.97,18.2,7.3
2025-11-01,North,Haryana,BioGro,Bio-stimulant,Co-op,Stable core,941,13.17,19.6,4.6
2025-11-01,North,Uttar Pradesh,BioGro,Bio-stimulant,Agri clinic,Stable core,1047,14.66,19.8,3.7
2025-11-01,North,Uttar Pradesh,CropShield,Core fertiliser,Retailer,Stable core,753,11.95,18.3,3.3
2025-11-01,North,Haryana,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,415,6.41,18.8,6.6
2025-11-01,North,Uttar Pradesh,CropShield,Core fertiliser,Co-op,New growth cohort,868,13.41,16.6,4.9
2025-11-01,North,Haryana,CropShield,Core fertiliser,Agri clinic,Stable core,773,11.94,16.5,3.9
2025-11-01,North,Punjab,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,741,12.83,18.6,4.3
2025-11-01,North,Punjab,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,421,7.11,16.5,7.1
2025-11-01,North,Uttar Pradesh,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,653,11.04,17.7,4
2025-11-01,North,Punjab,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,738,12.47,17.5,4.4
2025-11-01,East,Odisha,Urea,Core fertiliser,Retailer,Stable core,544,4.69,15.3,4.5
2025-11-01,East,Bihar,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,271,2.22,14.4,6.1
2025-11-01,East,Odisha,Urea,Core fertiliser,Co-op,Stable core,449,3.68,15,3.6
2025-11-01,East,Bihar,Urea,Core fertiliser,Agri clinic,New growth cohort,465,3.81,15.6,4
2025-11-01,East,Bihar,DAP,Core fertiliser,Retailer,New growth cohort,476,4.79,14.4,3.5
2025-11-01,East,Bihar,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,337,3.25,14.2,6.9
2025-11-01,East,Odisha,DAP,Core fertiliser,Co-op,Stable core,518,5,16.1,4.4
2025-11-01,East,Bihar,DAP,Core fertiliser,Agri clinic,Stable core,565,5.45,13.9,4.9
2025-11-01,East,Bihar,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,656,7.56,14.3,3.6
2025-11-01,East,Bihar,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,294,3.26,16.1,6
2025-11-01,East,West Bengal,NPK 20-20,Complex fertiliser,Co-op,Stable core,635,7.05,16.1,3.9
2025-11-01,East,West Bengal,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,658,7.3,14.1,3.6
2025-11-01,East,Bihar,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,548,7.11,16.3,4.6
2025-11-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,356,4.47,14.2,6
2025-11-01,East,West Bengal,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,607,7.62,15.4,3.5
2025-11-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,701,8.8,14.2,4.5
2025-11-01,East,Odisha,BioGro,Bio-stimulant,Retailer,New growth cohort,1189,17.15,17.9,3.7
2025-11-01,East,Bihar,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,578,8.09,17.7,5.9
2025-11-01,East,Bihar,BioGro,Bio-stimulant,Co-op,Stable core,971,13.59,15.5,3.2
2025-11-01,East,Odisha,BioGro,Bio-stimulant,Agri clinic,Stable core,1088,15.23,16.1,5
2025-11-01,East,Bihar,CropShield,Core fertiliser,Retailer,Stable core,917,14.55,16.8,4.8
2025-11-01,East,Bihar,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,499,7.71,15.1,7
2025-11-01,East,Odisha,CropShield,Core fertiliser,Co-op,New growth cohort,957,14.79,16.3,4.3
2025-11-01,East,Bihar,CropShield,Core fertiliser,Agri clinic,New growth cohort,942,14.55,16.1,4
2025-11-01,East,West Bengal,Specialty Zinc,Core fertiliser,Retailer,Stable core,888,15.38,16.3,3.4
2025-11-01,East,West Bengal,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,477,8.06,15.1,5.5
2025-11-01,East,Odisha,Specialty Zinc,Core fertiliser,Co-op,Stable core,713,12.05,14.4,4.5
2025-11-01,East,West Bengal,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,789,13.33,15.7,4.1
2025-11-01,West,Gujarat,Urea,Core fertiliser,Retailer,Stable core,777,6.7,16.1,4.9
2025-11-01,West,Rajasthan,Urea,Core fertiliser,Distributor,Stable core,735,6.03,16.3,4.1
2025-11-01,West,Gujarat,Urea,Core fertiliser,Co-op,New growth cohort,705,5.78,18.1,4
2025-11-01,West,Gujarat,Urea,Core fertiliser,Agri clinic,Stable core,793,6.5,18.2,5
2025-11-01,West,Rajasthan,DAP,Core fertiliser,Retailer,Stable core,792,7.98,16.2,4.8
2025-11-01,West,Maharashtra,DAP,Core fertiliser,Distributor,Stable core,753,7.27,17.7,4.5
2025-11-01,West,Gujarat,DAP,Core fertiliser,Co-op,New growth cohort,788,7.6,18.4,4.4
2025-11-01,West,Rajasthan,DAP,Core fertiliser,Agri clinic,New growth cohort,837,8.08,16.8,4.1
2025-11-01,West,Gujarat,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,944,10.87,16,4.1
2025-11-01,West,Gujarat,NPK 20-20,Complex fertiliser,Distributor,New growth cohort,950,10.55,18.7,4
2025-11-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Co-op,Stable core,827,9.18,16.8,5
2025-11-01,West,Maharashtra,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,929,10.31,18.7,4.3
2025-11-01,West,Maharashtra,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,932,12.09,16.3,3.6
2025-11-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Distributor,New growth cohort,918,11.52,16.6,4.6
2025-11-01,West,Rajasthan,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,935,11.73,18.7,4.4
2025-11-01,West,Gujarat,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,804,10.09,16.2,3.3
2025-11-01,West,Rajasthan,BioGro,Bio-stimulant,Retailer,Stable core,1559,22.48,17.7,3.2
2025-11-01,West,Gujarat,BioGro,Bio-stimulant,Distributor,New growth cohort,1625,22.75,20.2,4.9
2025-11-01,West,Rajasthan,BioGro,Bio-stimulant,Co-op,New growth cohort,1751,24.51,18.3,3.7
2025-11-01,West,Rajasthan,BioGro,Bio-stimulant,Agri clinic,Stable core,1344,18.82,17.7,4.6
2025-11-01,West,Maharashtra,CropShield,Core fertiliser,Retailer,New growth cohort,1316,20.88,17.3,5
2025-11-01,West,Gujarat,CropShield,Core fertiliser,Distributor,Stable core,1179,18.22,18.6,3.5
2025-11-01,West,Gujarat,CropShield,Core fertiliser,Co-op,New growth cohort,1190,18.39,18.5,4.2
2025-11-01,West,Rajasthan,CropShield,Core fertiliser,Agri clinic,Stable core,1293,19.98,18.5,4.7
2025-11-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,1224,21.2,17,3.3
2025-11-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Distributor,Stable core,1211,20.47,16.6,4.4
2025-11-01,West,Maharashtra,Specialty Zinc,Core fertiliser,Co-op,Stable core,1107,18.71,19,4.7
2025-11-01,West,Rajasthan,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,1214,20.52,17.2,3.3
2025-11-01,South,Telangana,Urea,Core fertiliser,Retailer,Stable core,665,5.73,17.2,4.8
2025-11-01,South,Telangana,Urea,Core fertiliser,Distributor,Stable core,606,4.97,16.1,5
2025-11-01,South,Andhra Pradesh,Urea,Core fertiliser,Co-op,Stable core,730,5.99,18.5,4.1
2025-11-01,South,Karnataka,Urea,Core fertiliser,Agri clinic,Stable core,628,5.15,17.7,3.3
2025-11-01,South,Karnataka,DAP,Core fertiliser,Retailer,Stable core,766,7.71,17.4,4.6
2025-11-01,South,Andhra Pradesh,DAP,Core fertiliser,Distributor,New growth cohort,893,8.62,16.4,4.6
2025-11-01,South,Andhra Pradesh,DAP,Core fertiliser,Co-op,Stable core,698,6.74,16.4,3.8
2025-11-01,South,Andhra Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,804,7.76,16.1,4
2025-11-01,South,Telangana,NPK 20-20,Complex fertiliser,Retailer,Stable core,776,8.94,16.9,4.1
2025-11-01,South,Telangana,NPK 20-20,Complex fertiliser,Distributor,New growth cohort,819,9.09,18.7,4.4
2025-11-01,South,Telangana,NPK 20-20,Complex fertiliser,Co-op,Stable core,943,10.47,17.9,4.7
2025-11-01,South,Karnataka,NPK 20-20,Complex fertiliser,Agri clinic,Stable core,839,9.31,18.8,3.6
2025-11-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,906,11.75,17,3.4
2025-11-01,South,Telangana,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,983,12.34,16.6,5.1
2025-11-01,South,Karnataka,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,954,11.97,16.5,3.8
2025-11-01,South,Andhra Pradesh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,941,11.81,17.2,3.8
2025-11-01,South,Telangana,BioGro,Bio-stimulant,Retailer,New growth cohort,1532,22.09,17.6,4.2
2025-11-01,South,Telangana,BioGro,Bio-stimulant,Distributor,Stable core,1421,19.89,18,3.6
2025-11-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Co-op,Stable core,1695,23.73,18,4.4
2025-11-01,South,Andhra Pradesh,BioGro,Bio-stimulant,Agri clinic,New growth cohort,1563,21.88,17.8,4.7
2025-11-01,South,Karnataka,CropShield,Core fertiliser,Retailer,New growth cohort,1187,18.84,18.9,3.1
2025-11-01,South,Karnataka,CropShield,Core fertiliser,Distributor,Stable core,1264,19.53,18.6,4
2025-11-01,South,Karnataka,CropShield,Core fertiliser,Co-op,Stable core,1128,17.43,17.7,4.4
2025-11-01,South,Telangana,CropShield,Core fertiliser,Agri clinic,Stable core,1183,18.28,19.4,4
2025-11-01,South,Telangana,Specialty Zinc,Core fertiliser,Retailer,New growth cohort,1167,20.21,18.9,3.7
2025-11-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Distributor,New growth cohort,1255,21.21,19.1,5.1
2025-11-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,1246,21.06,19,4.5
2025-11-01,South,Andhra Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,1031,17.42,17.6,5
2025-11-01,Central,Madhya Pradesh,Urea,Core fertiliser,Retailer,Stable core,687,5.92,16.2,5.1
2025-11-01,Central,Madhya Pradesh,Urea,Core fertiliser,Distributor,Stable core,781,6.4,16.2,3.3
2025-11-01,Central,Madhya Pradesh,Urea,Core fertiliser,Co-op,Stable core,674,5.53,18.6,3.4
2025-11-01,Central,Chhattisgarh,Urea,Core fertiliser,Agri clinic,Stable core,688,5.64,17.7,4.4
2025-11-01,Central,Chhattisgarh,DAP,Core fertiliser,Retailer,New growth cohort,820,8.26,16.8,4.6
2025-11-01,Central,Madhya Pradesh,DAP,Core fertiliser,Distributor,Stable core,844,8.14,18.4,3.2
2025-11-01,Central,Chhattisgarh,DAP,Core fertiliser,Co-op,Stable core,680,6.56,17.4,3.7
2025-11-01,Central,Madhya Pradesh,DAP,Core fertiliser,Agri clinic,Stable core,815,7.86,17.5,3.2
2025-11-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Retailer,Stable core,797,9.18,16.9,4.2
2025-11-01,Central,Madhya Pradesh,NPK 20-20,Complex fertiliser,Distributor,New growth cohort,900,9.99,18.9,4.1
2025-11-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Co-op,Stable core,699,7.76,17.3,4
2025-11-01,Central,Chhattisgarh,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,799,8.87,18.5,5
2025-11-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Retailer,Stable core,808,10.48,17.2,4.5
2025-11-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,Stable core,797,10,16.4,4.8
2025-11-01,Central,Madhya Pradesh,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,848,10.64,18.2,4.3
2025-11-01,Central,Chhattisgarh,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,741,9.3,16.9,5
2025-11-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Retailer,Stable core,1590,22.93,19.5,3.6
2025-11-01,Central,Madhya Pradesh,BioGro,Bio-stimulant,Distributor,Stable core,1377,19.28,19,3.9
2025-11-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Co-op,Stable core,1643,23,17.8,4.8
2025-11-01,Central,Chhattisgarh,BioGro,Bio-stimulant,Agri clinic,New growth cohort,1559,21.83,18.7,4.4
2025-11-01,Central,Madhya Pradesh,CropShield,Core fertiliser,Retailer,Stable core,1164,18.47,18,3.8
2025-11-01,Central,Chhattisgarh,CropShield,Core fertiliser,Distributor,Stable core,1037,16.02,17.5,4.2
2025-11-01,Central,Chhattisgarh,CropShield,Core fertiliser,Co-op,Stable core,1331,20.56,16.4,4.7
2025-11-01,Central,Chhattisgarh,CropShield,Core fertiliser,Agri clinic,New growth cohort,1269,19.61,17.2,4.8
2025-11-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Retailer,Stable core,973,16.85,16.6,3.2
2025-11-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Distributor,Stable core,1145,19.35,16.7,4.3
2025-11-01,Central,Chhattisgarh,Specialty Zinc,Core fertiliser,Co-op,Stable core,1093,18.47,17.9,4.8
2025-11-01,Central,Madhya Pradesh,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,1185,20.03,16.3,3.3
2025-12-01,North,Uttar Pradesh,Urea,Core fertiliser,Retailer,Stable core,334,2.88,17.3,3.9
2025-12-01,North,Punjab,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,147,1.21,17,6.3
2025-12-01,North,Haryana,Urea,Core fertiliser,Co-op,Stable core,317,2.6,16.7,3.4
2025-12-01,North,Punjab,Urea,Core fertiliser,Agri clinic,Stable core,287,2.35,18.7,4.9
2025-12-01,North,Uttar Pradesh,DAP,Core fertiliser,Retailer,Stable core,342,3.44,18,4.7
2025-12-01,North,Punjab,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,169,1.63,17,6.8
2025-12-01,North,Haryana,DAP,Core fertiliser,Co-op,New growth cohort,359,3.46,18.5,3.9
2025-12-01,North,Haryana,DAP,Core fertiliser,Agri clinic,New growth cohort,364,3.51,16.1,4.2
2025-12-01,North,Haryana,NPK 20-20,Complex fertiliser,Retailer,New growth cohort,377,4.34,18.2,3.3
2025-12-01,North,Uttar Pradesh,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,192,2.13,16.6,6
2025-12-01,North,Haryana,NPK 20-20,Complex fertiliser,Co-op,Stable core,345,3.83,16.7,4.3
2025-12-01,North,Haryana,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,329,3.65,16.1,3.2
2025-12-01,North,Haryana,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,425,5.51,18.6,4
2025-12-01,North,Uttar Pradesh,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,222,2.79,16.5,5.9
2025-12-01,North,Punjab,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,451,5.66,16.1,3.4
2025-12-01,North,Uttar Pradesh,NPK 12-32-16,Complex fertiliser,Agri clinic,Stable core,342,4.29,17.1,4.9
2025-12-01,North,Haryana,BioGro,Bio-stimulant,Retailer,Stable core,726,10.47,18.9,4
2025-12-01,North,Uttar Pradesh,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,350,4.9,17.8,7.2
2025-12-01,North,Haryana,BioGro,Bio-stimulant,Co-op,New growth cohort,604,8.46,18.8,4.9
2025-12-01,North,Haryana,BioGro,Bio-stimulant,Agri clinic,Stable core,696,9.74,20.1,3.8
2025-12-01,North,Uttar Pradesh,CropShield,Core fertiliser,Retailer,New growth cohort,481,7.63,17.8,4.2
2025-12-01,North,Uttar Pradesh,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,303,4.68,19.3,5.8
2025-12-01,North,Uttar Pradesh,CropShield,Core fertiliser,Co-op,Stable core,563,8.7,17.7,4.1
2025-12-01,North,Haryana,CropShield,Core fertiliser,Agri clinic,New growth cohort,516,7.97,17.7,3.8
2025-12-01,North,Haryana,Specialty Zinc,Core fertiliser,Retailer,Stable core,597,10.34,17.5,5
2025-12-01,North,Haryana,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,304,5.14,16.9,5.4
2025-12-01,North,Punjab,Specialty Zinc,Core fertiliser,Co-op,Stable core,513,8.67,18.2,4.9
2025-12-01,North,Punjab,Specialty Zinc,Core fertiliser,Agri clinic,Stable core,518,8.75,17.9,4
2025-12-01,East,Odisha,Urea,Core fertiliser,Retailer,Stable core,308,2.65,16.2,4.3
2025-12-01,East,Bihar,Urea,Core fertiliser,Distributor,At-risk FY24 cohort,166,1.36,14,5.5
2025-12-01,East,West Bengal,Urea,Core fertiliser,Co-op,New growth cohort,382,3.13,14.2,4.6
2025-12-01,East,Bihar,Urea,Core fertiliser,Agri clinic,Stable core,300,2.46,16.2,5.1
2025-12-01,East,West Bengal,DAP,Core fertiliser,Retailer,New growth cohort,381,3.84,14.4,4
2025-12-01,East,Bihar,DAP,Core fertiliser,Distributor,At-risk FY24 cohort,230,2.22,14.4,7.4
2025-12-01,East,Bihar,DAP,Core fertiliser,Co-op,Stable core,381,3.68,14.7,4.3
2025-12-01,East,West Bengal,DAP,Core fertiliser,Agri clinic,New growth cohort,400,3.86,15.6,3.3
2025-12-01,East,Bihar,NPK 20-20,Complex fertiliser,Retailer,Stable core,397,4.57,13.9,3.9
2025-12-01,East,Odisha,NPK 20-20,Complex fertiliser,Distributor,At-risk FY24 cohort,191,2.12,15.6,6.5
2025-12-01,East,West Bengal,NPK 20-20,Complex fertiliser,Co-op,Stable core,465,5.16,15.8,3.2
2025-12-01,East,Odisha,NPK 20-20,Complex fertiliser,Agri clinic,New growth cohort,378,4.2,15.2,3.5
2025-12-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Retailer,New growth cohort,430,5.58,14.4,3.3
2025-12-01,East,West Bengal,NPK 12-32-16,Complex fertiliser,Distributor,At-risk FY24 cohort,237,2.97,16.5,6.7
2025-12-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Co-op,New growth cohort,380,4.77,16.4,3.4
2025-12-01,East,Odisha,NPK 12-32-16,Complex fertiliser,Agri clinic,New growth cohort,428,5.37,15.2,4.2
2025-12-01,East,West Bengal,BioGro,Bio-stimulant,Retailer,New growth cohort,725,10.45,16.6,3.2
2025-12-01,East,Bihar,BioGro,Bio-stimulant,Distributor,At-risk FY24 cohort,409,5.73,17.4,5.5
2025-12-01,East,Odisha,BioGro,Bio-stimulant,Co-op,New growth cohort,660,9.24,16.9,3.4
2025-12-01,East,West Bengal,BioGro,Bio-stimulant,Agri clinic,New growth cohort,650,9.1,16,3.2
2025-12-01,East,Odisha,CropShield,Core fertiliser,Retailer,Stable core,683,10.84,15.6,5
2025-12-01,East,Bihar,CropShield,Core fertiliser,Distributor,At-risk FY24 cohort,318,4.91,15.1,5.9
2025-12-01,East,West Bengal,CropShield,Core fertiliser,Co-op,Stable core,517,7.99,16.4,4.8
2025-12-01,East,West Bengal,CropShield,Core fertiliser,Agri clinic,Stable core,644,9.95,15.6,3.1
2025-12-01,East,Odisha,Specialty Zinc,Core fertiliser,Retailer,Stable core,638,11.05,14.8,4.7
2025-12-01,East,West Bengal,Specialty Zinc,Core fertiliser,Distributor,At-risk FY24 cohort,308,5.21,15.8,5.8
2025-12-01,East,Odisha,Specialty Zinc,Core fertiliser,Co-op,New growth cohort,560,9.46,15.2,3.6
2025-12-01,East,Odisha,Specialty Zinc,Core fertiliser,Agri clinic,New growth cohort,647,10.93,14.3,4.5
2025-12-01,West,Maharashtra,Urea,Core fertiliser,Retailer,Stable core,430,3.71,16.9,4.4
2025-12-01,West,Maharashtra,Urea,Core fertiliser,Distributor,New growth cohort,516,4.23,16.3,4.2
2025-12-01,West,Maharashtra,Urea,Core fertiliser,Co-op,Stable core,512,4.2,18.6,4.8
2025-12-01,West,Maharashtra,Urea,Core fertiliser,Agri clinic,New growth cohort,538,4.41,17.7,4.7
2025-12-01,West,Rajasthan,DAP,Core fertiliser,Retailer,New growth cohort,596,6,17.6,3.7
2025-12-01,West,Gujarat,DAP,Core fertiliser,Distributor,Stable core,525,5.07,18.3,5.1
